objectid,filename,title,format,subject,creator,date,description,,location,latitude,longitude,source,identifier,type,youtubeid,language,rights,rightsstatement,polaridad,tipologia,soporte,iluminacion,tono,proceso
impresion_023,impresion_023.jpg,Puente Golden Gate,image/jpeg,Puente Golden Gate; San Francisco; Fotografía de viaje,Anónimo,Década de 1950 - 1960,"Una fotografía en blanco y negro capturada desde el interior de un vehículo en movimiento, que muestra una vista distante y neblinosa del Puente Golden Gate. Se distingue claramente una de las torres de suspensión y los cables característicos que cruzan el estrecho. La composición encuadrada por el marco redondeado de la ventana sugiere una instantánea de viaje captada por un turista que se aproxima a San Francisco.",,"San Francisco, California, Estados Unidos",37.8199,-122.4783,Archivo Histórico Vision,m5qlwg,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Copia fotográfica positiva en papel
impresion_024,impresion_024.jpg,Violinista,image/jpeg,Violinista; Vestimenta eduardiana; Retrato grupal,Anónimo,1905,"Un retrato grupal de una reunión social o comunitaria de principios del siglo XX, centrada en un hombre joven sentado que sostiene un violín y un arco. El grupo, compuesto por hombres y mujeres, posa en un interior doméstico con carpintería decorativa. La vestimenta sugiere una clase media rural o de pequeña ciudad en Norteamérica, capturada en un momento de ocio musical.",,"Región del Medio Oeste, Estados Unidos",41.8781,-87.6298,Archivo Histórico Vision,am1nir,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Vidrio,Transmisión,Monocromático,Impresión de gelatina de plata sobre papel fotográfico
impresion_025,impresion_025.jpg,Moda eduardiana,image/jpeg,Moda eduardiana; Retrato de estudio; Sombrero Merry Widow,Anónimo,h. 1900-1905,"Retrato de estudio formal de una mujer joven vestida con indumentaria de invierno de finales de la era victoriana o principios de la eduardiana, destacando un sombrero de ala ancha con adornos de cinta y un abrigo oscuro pesado con amplios puños y cuello de piel o material texturizado.",,"Nueva York, Estados Unidos",40.7128,-74.006,Archivo Histórico Vision,suhg9r,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Monocromático,Impresión plata gelatina de revelado
impresion_026,impresion_026.jpg,Kinescopio,image/jpeg,Kinescopio; Miguel Aceves Mejía; Televisión Mexicana,Anónimo (Técnico o fotógrafo de prensa de telesistema mexicano),1950-1955,"Retrato en primer plano de un joven Miguel Aceves Mejía, capturado mediante la técnica de fotografía de pantalla o kinescopio. La imagen muestra al cantante y actor mexicano con una expresión de interpretación, vistiendo una camisa con moño oscuro. La característica visual más notable es el patrón de líneas de barrido horizontal, lo que indica que la fotografía fue tomada directamente de un monitor de televisión de tubo de rayos catódicos (CRT) durante una emisión en vivo o una grabación de la época.",,"Ciudad de México, México",19.427045,-99.148944,Archivo Histórico Vision,vson9q,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_027,impresion_027.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Moda de los años 1920; Sello en seco,Victor Studio,Circa 1925-1928,"Un retrato de estudio de una mujer joven capturado a finales de la década de 1920. El sujeto muestra una postura de tres cuartos, luciendo un cárdigan oscuro de punto con un cuello blanco prominente, un atuendo formal pero moderno para la época. La fotografía destaca por su iluminación suave y un fondo degradado característico del pictorialismo comercial de la época, con el sello en seco del 'Victor Studio' en el margen inferior.",,"Manila, Filipinas",14.5995,120.9842,Archivo Histórico Vision,9nknxr,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Sepia,Impresión plata gelatina de revelado
impresion_028,impresion_028.jpg,Moda infantil,image/jpeg,Moda infantil; Retrato de estudio; Años 50,Anónimo (Estudio fotográfico comercial),Hacia 1955,"Retrato de estudio de una niña pequeña realizado a mediados del siglo XX. La imagen captura la estética infantil de la época, mostrando a la niña con una blusa blanca de cuello redondeado y un vestido tipo pichi de patrón de cuadros escoceses, sentada en una pose formal pero con una expresión natural y sonriente.",,"Madrid, España",40.416775,-3.70379,Archivo Histórico Vision,e15nr,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Papel,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_029,impresion_029.jpg,Retrato de estudio,image/jpeg,Retrato de estudio; Tarjeta de gabinete; Moda victoriana,Jacob Ginther,c. 1895,"Retrato de estudio de una mujer joven con el cabello rizado y peinado hacia arriba, apoyada sobre un mueble tapizado. La sujeto viste una prenda de tonos claros con detalles de encaje en el cuello y mangas abullonadas, característica de la transición entre la moda victoriana tardía y la era eduardiana.",,"Buffalo, Nueva York, Estados Unidos",42.8841,-78.8753,Archivo Histórico Vision,0qd4jh,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Sepia,Albúmina
impresion_030,impresion_030.jpg,Hacienda,image/jpeg,Hacienda; Moda años 50; Retrato familiar,Anónimo (Cámara de aficionado),c. 1950,"Fotografía grupal de cinco adultos posando frente a una estructura rural con techo de zinc. La imagen captura a tres mujeres y dos hombres vestidos con moda típica de mediados del siglo XX, sugiriendo una visita familiar o social a una propiedad agrícola o finca. La composición y vestimenta reflejan un estatus socioeconómico de clase media-alta en un entorno rural en desarrollo.",,"Región Cafetera, Antioquia, Colombia",6.2442,-75.5812,Archivo Histórico Vision,uy02ne,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Sepia,Copia por contacto de un negativo de formato medio
impresion_031,impresion_031.jpg,Ciudad Universitaria UNAM,image/jpeg,Ciudad Universitaria UNAM; Diego Rivera; Muralismo Mexicano,Anónimo,Década de 1950 (c. 1954-1958),"Una pareja posa frente al bajorrelieve en piedra del Estadio Olímpico Universitario en la Ciudad Universitaria de la UNAM. El fondo muestra una sección detallada del mural de Diego Rivera titulado 'La Universidad, la familia y el deporte en México', caracterizado por su técnica de mosaico de piedras naturales de colores. El hombre viste un traje formal típico de mediados del siglo XX y la mujer un abrigo oscuro con cuello blanco, reflejando la moda académica o de clase media-alta de la época en México.",,"Estadio Olímpico Universitario, Ciudad de México, México",19.3331,-99.1925,Archivo Histórico Vision,z0ozy,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Sepia,Impresión plata gelatina de revelado
impresion_032,impresion_032.jpg,Reunión social,image/jpeg,Reunión social; Jardín residencial; Moda formal masculina,Anónimo,Década de 1970 (c. 1972),"Composición fotográfica que muestra una escena social en un exterior sombreado por un toldo de lona. Se aprecian figuras masculinas vestidas con trajes formales y corbatas, sentadas a mesas dispuestas para un almuerzo o recepción. La imagen se presenta en un formato de hoja de contacto o prueba de impresión con tres versiones de la misma toma: una principal de mayor tamaño y dos miniaturas verticales a la derecha. El estado de conservación muestra un severo virado hacia los tonos rojos y naranjas.",,"Ciudad de México, México",19.432608,-99.133209,Archivo Histórico Vision,gs0rvh,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
impresion_033,impresion_033.jpg,Retrato familiar,image/jpeg,Retrato familiar; Vestimenta de posguerra; Vida cotidiana,Anónimo,1945-1955,"Un retrato grupal de siete personas, probablemente una familia extendida, posando frente a una estructura de mampostería y ladrillo. La imagen captura a tres generaciones con vestimenta formal y semicubierta, reflejando las normas sociales y de moda de la clase media urbana o semi-rural a mediados del siglo XX.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,5gg8bq,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Papel,Transmisión,Monocromático,Impresión plata gelatina de revelado
impresion_034,impresion_034.jpg,Antilles Department,image/jpeg,Antilles Department; Uniforme militar; Retrato de estudio,Anónimo,Circa 1950,"Retrato de estudio de un soldado de infantería de los Estados Unidos, identificado como miembro del Departamento de las Antillas (Antilles Department) por la insignia en su hombro izquierdo. El sujeto viste el uniforme de servicio de verano caqui ('khakis') con corbata negra y discos de cuello reglamentarios, posando en una composición clásica de mediados del siglo XX.",,"San Juan, Puerto Rico",18.4655,-66.1057,Archivo Histórico Vision,csjc8n,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
impresion_035,impresion_035.jpg,Moda años 70,image/jpeg,Moda años 70; Fotografía vernácula; Retrato masculino,Anónimo,circa 1972,"Retrato triple de un hombre joven sentado en un sofá dentro de un entorno doméstico. La imagen muestra tres impresiones idénticas dispuestas en una composición vertical y lateral, característica de las pruebas de impresión o servicios de revelado comercial de la época. El sujeto viste una camisa de cuadros con cuellos anchos y luce patillas prominentes, elementos icónicos de la moda de principios de la década de 1970. El fondo revela detalles de un interior residencial típico, incluyendo muebles de madera y cortinas de tela gruesa.",,"Estados Unidos (Ubicación exacta indeterminada, entorno suburbano)",39.8283,-98.5795,Archivo Histórico Vision,xj85d,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Papel,Transmisión,Policromático,Impresión cromogénica sobre papel con base de resina (RC)
impresion_036,impresion_036.jpg,Manuel Benítez El Cordobés,image/jpeg,Manuel Benítez El Cordobés; Ganadería Samuel Flores; Tauromaquia años 60,Francisco Cano 'Canito',Hacia 1965,"Fotografía a color que muestra al famoso matador de toros Manuel Benítez 'El Cordobés' en el callejón de una plaza de toros, rodeado de otras figuras de la época. El Cordobés aparece sonriente, vistiendo un traje oscuro y corbata, saliendo por una puerta de madera que muestra el hierro (marca ganadera) de Samuel Flores (una letra 'S' coronada). La escena captura la efervescencia social de la tauromaquia en la década de 1960, donde los toreros eran auténticos íconos de la cultura popular y el 'jet set'.",,"Plaza de Toros de Las Ventas, Madrid",40.4319,-3.6634,Archivo Histórico Vision,a4lf4c,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Policromático,Fotografía analógica de formato cuadrado
impresion_037,impresion_037.jpg,Retrato de anuario,image/jpeg,Retrato de anuario; Moda de los años 70; Comunidad asiático-americana,Fotógrafo de estudio comercial (Anónimo),1972-1976,"Retrato de estudio de un joven de ascendencia asiática, característico de las fotografías de anuarios escolares o graduaciones de mediados de la década de 1970 en los Estados Unidos. El sujeto viste un saco de tweed con solapas anchas, una camisa de color naranja intenso con cuello largo en punta y una corbata ancha a rayas, elementos que definen la estética masculina de la era post-psicodélica.",,"California, Estados Unidos",37.7749,-122.4194,Archivo Histórico Vision,rzg4o,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Policromático,Impresión plata gelatina de revelado
impresion_038,impresion_038.jpg,Retrato familiar,image/jpeg,Retrato familiar; México posrevolucionario; Vestimenta de los años 50,Anónimo,Hacia 1950,"Un retrato familiar extenso de mediados del siglo XX que muestra a trece personas de distintas generaciones posando frente a una pared de ladrillo en un entorno exterior doméstico. La imagen captura la estructura social y la moda de la época, con el patriarca de la familia situado en el centro rodeado por niños, jóvenes y adultos.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,hcz8pa,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Monocromático,Impresión de época en papel de gelatina de bromuro de plata
impresion_039,impresion_039.jpg,William Barclay Parsons,image/jpeg,William Barclay Parsons; Retrato de gabinete; Ingeniería civil,Anónimo (Estudio fotográfico de Nueva York),Hacia 1880,"Retrato de estudio de finales del siglo XIX que muestra a un joven identificado como William Barclay Parsons (1859-1932), el destacado ingeniero civil estadounidense responsable de la planificación y construcción de las primeras líneas del Metro de Nueva York. El sujeto viste ropa formal de la época Gilded Age, reflejando su estatus social y profesional.",,"Nueva York, Estados Unidos",40.712778,-74.005973,Archivo Histórico Vision,paa66r,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Papel,Reflexión,Sepia,Albúmina
impresion_040,impresion_040.jpg,Artes decorativas,image/jpeg,Artes decorativas; Mobiliario doméstico; Estética kitsch,Anónimo,Década de 1980,"Fotografía doméstica de una lámpara de sobremesa de estilo decorativo, cuya base presenta una escultura figurativa de un mono o simio en una postura dinámica. El objeto descansa sobre un mantel de encaje blanco con patrones florales, situado frente a unas cortinas pesadas de color oscuro. La iluminación proviene de un flash frontal que genera sombras marcadas y resalta los pliegues de la pantalla de la lámpara, la cual es de color crema con un borde granate o rojo oscuro.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,yuak1,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
